question,answer,passage,label
is there going to be a jack reacher 2,True,"Jack Reacher: Never Go Back is a 2016 American action thriller film, directed by Edward Zwick and written by Zwick, Richard Wenk and Marshall Herskovitz, and based on the novel Never Go Back by Lee Child. A sequel to the 2012 film Jack Reacher, the film stars Tom Cruise, Cobie Smulders, Patrick Heusinger, Aldis Hodge, Danika Yarosh, Holt McCallany and Robert Knepper. The plot follows Reacher going on the run with an Army Major who has been framed for espionage, as the two reveal a dark conspiracy.",1
can a passport card be used to fly to canada,True,"The passport card is a limited travel document, valid only for land and sea travel within North America (Canada, the United States, Mexico, the Caribbean, and Bermuda). It cannot be used for international air travel. The Department of State indicates that this is because ``designing a card format passport for wide use, including by air travelers, would inadvertently undercut the broad based international effort to strengthen civil aviation security and travel document specifications to address the post 9/11 threat environment''.",1
are all members of peter paul and mary still alive,False,"Peter, Paul and Mary was an American folk group formed in New York City in 1961, during the American folk music revival phenomenon. The trio was composed of tenor Peter Yarrow, baritone Noel Paul Stookey and alto Mary Travers. The group's repertoire included songs written by Yarrow and Stookey, early songs by Bob Dylan as well as covers of other folk musicians. After the death of Travers in 2009, Yarrow and Stookey continued to perform as a duo under their individual names.",0
is 1 a prime factor of every number,False,The number 1 is called a unit. It has no prime factors and is neither prime nor composite.,0
is canada part of the commonwealth of england,True,"The Commonwealth was first officially formed in 1931 when the Statute of Westminster gave legal recognition to the sovereignty of dominions. Known as the ``British Commonwealth'', the original members were the United Kingdom, Canada, Australia, New Zealand, South Africa, Irish Free State, and Newfoundland, although Australia and New Zealand did not adopt the statute until 1942 and 1947 respectively. In 1949, the London Declaration was signed and marked the birth of the modern Commonwealth and the adoption of its present name. The newest member is Rwanda, which joined on 29 November 2009. The most recent departure was the Maldives, which severed its connection with the Commonwealth on 13 October 2016.",1
do playstation 2 games play on playstation 4,True,"This is a list of PlayStation 2 games for PlayStation 4 available from the PlayStation Store. These are the original games, emulated at high-definition with the addition of PlayStation 4 features such as Trophies, Remote Play and Share Play.",1
is there a third clash of the titans,False,"In November 2011, Warner Bros. hired Dan Mazeau and David Leslie Johnson to develop and write a treatment for a third installment, Revenge of the Titans. The pair had previously written Wrath of the Titans, which was still in post-production at the time. In the spring of 2013, Sam Worthington said he did not think a third film would be made.",0
can you own an assault rifle in massachusetts,False,"All private sales are required to be registered through an FA-10 form with the Criminal History Board, Firearm Records division. The state has an assault weapons ban similar to the expired Federal ban. Massachusetts is a ``may issue'', as such the LTC-A is issued in a discretionary manner.",0
will there be any more tinker bell movies,False,"In addition to Tinker Bell and the Legend of the NeverBeast, Disney also had plans for a seventh film. In 2014, The Hollywood Reporter stated that the seventh film was canceled due to story problems.",0
is five guys only on the east coast,False,"More followed in Old Town Alexandria and Springfield, Virginia, making five by 2001. Their success encouraged the Murrells to franchise their concept the following year, engaging Fransmart, a franchise sales organization. Former Washington Redskins kicker Mark Moseley, who had gone to work for Fransmart after his football career, played a key role in Five Guys' expansion and went on to become the company's director of franchise development after it ended its business relationship with Fransmart. In early 2003 the chain began franchising, opening the doors to rapid expansion which caught the attention of national restaurant trade organizations and the national press. The expansion started in Virginia and Maryland, and by the end of 2004, over 300 units were in development through the Northeast. Over the next few years the chain rapidly expanded across the entire United States and into Canada, reaching over 1,000 locations by 2012.",0
